1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
0	-0.472192	0.000000	743.709263	0.001931	213.5
1	-0.476196	0.000000	743.709263	0.002598	2.0
2	-0.505836	0.000000	743.709263	0.003291	2.2
3	-0.486957	0.000000	743.709263	0.003231	2.1
4	-0.465609	1.000000	709.904296	0.003069	2.3
5	-0.495128	0.481739	727.031191	0.003064	2.1
6	-0.461991	0.000000	743.709263	0.002085	2.1
7	-0.458810	0.000000	743.709263	0.003049	2.0
8	-0.484024	0.999998	709.904369	0.003549	2.2
9	-0.478906	1.999998	679.038958	0.002495	2.5
10	-0.488153	2.121915	675.458511	0.002995	2.0
11	-0.467191	1.603629	690.946328	0.002423	2.1
12	-0.482983	1.085307	707.162206	0.002427	2.0
13	-0.468185	0.766241	717.528324	0.002567	2.4
14	-0.497082	0.247924	735.031546	0.002408	2.2
15	-0.480491	1.247924	701.993339	0.002915	2.2
16	-0.472935	2.247924	671.797381	0.002965	2.1
17	-0.483755	3.247924	644.092025	0.002869	2.6
18	-0.455483	4.247924	618.581332	0.002457	2.6
19	-0.481959	5.247076	595.033682	0.003924	2.1
20	-0.494380	6.247076	573.195241	0.002027	2.2
21	-0.477766	7.247070	552.903161	0.002035	2.9
22	-0.496207	6.790666	561.983460	0.003389	2.2
23	-0.484844	7.786775	542.537135	0.002240	2.1
24	-0.507750	8.786768	524.323233	0.001769	2.5
25	-0.507150	8.294914	533.126479	0.003527	2.5
26	-0.502848	8.116768	536.388323	0.002350	3.0
27	-0.486635	9.116768	518.578035	0.002707	2.1
28	-0.499752	10.116753	501.912729	0.002478	2.7
29	-0.488252	10.742970	492.011125	0.002290	2.1
30	-0.491475	11.742961	476.984800	0.002758	2.1
31	-0.497651	12.742960	462.848972	0.002408	2.6
32	-0.485152	13.742868	449.528068	0.003349	2.6
33	-0.477336	14.742868	436.951347	0.001889	2.2
34	-0.487504	14.224546	443.380997	0.002374	2.2
35	-0.501888	14.513138	439.777930	0.001370	2.5
36	-0.524518	13.994948	446.289978	0.002128	2.3
37	-0.478897	13.476869	452.996309	0.004263	2.2
38	-0.480102	14.476869	440.227530	0.003058	2.1
39	-0.510255	15.476869	428.158854	0.002465	2.3
40	-0.484305	16.141511	420.497012	0.002789	2.4
41	-0.508162	17.141511	409.472357	0.001897	2.2
42	-0.489054	16.623194	415.113465	0.003189	2.1
43	-0.473262	17.622714	404.370717	0.002589	2.4
44	-0.494436	18.357751	396.818779	0.002657	2.4
45	-0.493658	19.357751	386.986250	0.001451	2.1
46	-0.531607	20.342052	377.772600	0.001707	2.8
47	-0.503292	19.832153	382.490110	0.001428	2.8
48	-0.519539	19.315616	387.390699	0.001417	2.4
49	-0.509005	18.909648	391.331304	0.002761	2.6
50	-0.512269	19.909591	381.766084	0.001433	2.4
51	-0.494096	19.391442	386.663451	0.002084	2.5
52	-0.466215	18.876438	391.657213	0.001481	2.1
53	-0.489498	18.532697	395.062710	0.002901	2.4
54	-0.471723	19.529493	385.346411	0.002475	2.2
55	-0.516574	19.011197	390.338093	0.002151	2.5
56	-0.498709	18.494845	395.441346	0.002392	2.1
57	-0.492251	19.494476	385.679627	0.002745	2.6
58	-0.509149	20.494472	376.384942	0.002450	2.4
59	-0.467381	21.494442	367.527933	0.001663	2.3
60	-0.531088	22.494426	359.078066	0.002292	2.1
61	-0.497282	21.977427	363.397615	0.001749	2.2
62	-0.468020	21.459517	367.830244	0.002435	2.3
63	-0.484649	22.459425	359.367265	0.002413	2.3
64	-0.473967	21.941145	363.704661	0.001371	2.1
65	-0.497874	21.426806	368.113838	0.001942	2.2
66	-0.501951	22.116020	362.229502	0.002815	2.3
67	-0.477182	23.094443	354.191901	0.003358	2.2
68	-0.508651	22.577954	358.389808	0.001983	2.4
69	-0.499816	23.204850	353.307265	0.003328	2.2
70	-0.502456	23.836730	348.328138	0.003277	2.5
71	-0.501644	24.836730	340.728814	0.002607	2.1
72	-0.482712	24.319176	344.620002	0.002357	2.1
73	-0.498180	25.319176	337.179887	0.002048	2.1
74	-0.502412	25.525984	335.681123	0.002435	2.2
75	-0.488235	25.008496	339.456749	0.003218	2.0
76	-0.527916	26.008496	332.235570	0.002039	2.1
77	-0.502091	27.008465	325.315430	0.001850	2.0
78	-0.520610	27.947009	319.077609	0.002057	2.2
79	-0.481790	28.864761	313.205042	0.001438	2.7
80	-0.503451	28.375387	316.309310	0.002511	2.4
81	-0.499976	28.913431	312.899636	0.001740	2.5
82	-0.485989	28.400230	316.150242	0.002267	2.8
83	-0.514971	27.882044	319.501668	0.002881	2.5
84	-0.485232	28.882044	313.096524	0.002116	2.3
85	-0.513984	28.386377	316.238922	0.001810	2.4
86	-0.480024	29.337695	310.262409	0.001799	2.4
87	-0.497039	28.819412	313.490144	0.002607	2.7
88	-0.504502	28.301345	316.784353	0.002219	2.2
89	-0.511832	29.299709	310.496716	0.002375	2.1
90	-0.475665	30.266554	304.641007	0.001811	2.4
91	-0.487575	30.124423	305.487940	0.004126	2.1
92	-0.487035	31.124421	299.627202	0.002735	2.1
93	-0.509566	32.124421	293.987100	0.002857	2.2
94	-0.506687	33.124421	288.555409	0.003127	2.3
95	-0.521504	34.124421	283.320789	0.002303	2.1
96	-0.477908	33.606099	286.010074	0.003254	2.1
97	-0.500851	34.606099	280.866572	0.002512	2.1
98	-0.515474	34.087778	283.509251	0.002554	2.4
99	-0.483188	33.573955	286.178536	0.001565	2.1
100	-0.504134	34.572482	281.036474	0.003006	2.2
101	-0.477794	34.405505	281.883442	0.002330	2.1
102	-0.504939	35.405505	276.885997	0.003185	2.4
103	-0.501800	36.405465	272.062853	0.001592	2.1
104	-0.503889	35.892340	274.516651	0.002031	2.1
105	-0.507417	35.603206	275.918904	0.001553	2.1
106	-0.510991	35.130311	278.243505	0.001893	2.2
107	-0.478465	34.639083	280.700072	0.002353	3.1
108	-0.512278	34.623038	280.781042	0.002440	2.5
109	-0.498000	34.105111	283.420072	0.002109	2.8
110	-0.505057	35.105110	278.368487	0.002415	3.3
111	-0.496896	36.104049	273.498898	0.003045	2.7
112	-0.490153	37.104049	268.791844	0.001886	2.7
113	-0.499486	38.102798	264.249666	0.001483	2.9
114	-0.478098	38.345760	263.167825	0.002887	2.6
115	-0.501674	39.345728	258.806961	0.001972	2.6
116	-0.496853	38.827406	261.049167	0.002646	2.7
117	-0.519525	38.653946	261.808238	0.003544	2.8
118	-0.493862	39.653761	257.492597	0.002127	2.9
119	-0.507434	39.135439	259.711988	0.002091	2.4
120	-0.524600	38.697492	261.617265	0.002434	2.7
121	-0.520019	38.438580	262.756857	0.001819	2.6
122	-0.512010	38.444328	262.731450	0.003449	2.6
123	-0.534885	39.442036	258.394581	0.002026	3.1
124	-0.502823	38.932623	260.590874	0.002687	2.9
125	-0.470382	39.932620	256.314178	0.002654	2.5
126	-0.498004	39.414305	258.513189	0.001960	2.5
127	-0.494264	40.414302	254.303870	0.002872	3.2
128	-0.531659	41.414301	250.229421	0.003324	2.7
129	-0.518661	42.414301	246.283475	0.002195	2.1
130	-0.497291	43.414297	242.460062	0.002289	2.0
131	-0.494194	44.414295	238.753540	0.002323	2.2
132	-0.490042	45.414295	235.158629	0.002010	2.0
133	-0.510735	46.414286	231.670398	0.002427	2.3
134	-0.508592	47.275138	228.749366	0.001423	2.8
135	-0.509480	46.779701	230.421412	0.003128	2.4
136	-0.501757	47.777569	227.078315	0.003087	2.1
137	-0.490500	48.777569	223.823998	0.002008	2.1
138	-0.487860	49.738086	220.784804	0.001460	2.2
139	-0.521489	49.281940	222.217750	0.001252	2.3
140	-0.470145	49.954358	220.111843	0.002577	2.1
141	-0.509121	50.646505	217.985436	0.002193	2.0
142	-0.516132	51.646504	214.984805	0.002626	2.2
143	-0.504352	51.129047	216.527116	0.002235	2.1
144	-0.494591	50.610725	218.094350	0.001680	2.3
145	-0.510409	50.092495	219.684152	0.004803	2.1
146	-0.525545	51.092495	216.636898	0.002095	2.2
147	-0.497471	52.092495	213.673024	0.002217	2.0
148	-0.497429	51.603283	215.112785	0.002437	2.9
149	-0.495488	52.603076	212.190787	0.003189	2.1
150	-0.502807	53.603076	209.346523	0.001470	2.1
151	-0.494531	53.084919	210.810713	0.002621	2.1
152	-0.538107	54.065471	208.056972	0.001907	2.4
153	-0.504369	53.623649	209.288807	0.001924	2.0
154	-0.492707	53.132235	210.676159	0.001483	2.1
155	-0.491799	54.093602	207.979031	0.002589	2.1
156	-0.496703	55.093601	205.245832	0.002029	2.5
157	-0.508240	56.069143	202.647829	0.001526	2.2
158	-0.487954	57.068553	200.053594	0.001946	2.1
159	-0.501557	57.081710	200.019884	0.002125	2.1
160	-0.489887	57.458047	199.060455	0.002098	2.2
161	-0.494421	58.369405	196.774747	0.002798	2.4
162	-0.490411	57.851083	198.068232	0.001686	2.1
163	-0.508579	58.851059	195.587821	0.002864	2.0
164	-0.501550	59.850853	193.169199	0.002429	2.5
165	-0.518154	60.850852	190.809188	0.001751	2.1
166	-0.483271	60.337889	192.012538	0.002144	2.1
167	-0.489164	59.838360	193.199051	0.001569	2.3
168	-0.503856	60.782635	190.968345	0.002527	2.1
169	-0.483927	60.264375	192.186239	0.002862	2.6
170	-0.500961	61.264375	189.850037	0.001829	2.0
171	-0.498165	60.751499	191.041078	0.002054	2.1
172	-0.504193	60.233247	192.259883	0.002941	2.0
173	-0.473286	59.714925	193.494506	0.002875	3.0
174	-0.497000	60.714920	191.126597	0.001464	2.0
175	-0.482609	61.712520	188.821408	0.002180	2.1
176	-0.502942	61.198408	190.002397	0.001763	2.0
177	-0.496621	61.276654	189.821703	0.001903	2.6
178	-0.477792	60.824259	190.871201	0.001187	2.0
179	-0.499122	60.641670	191.298077	0.001411	2.1
180	-0.480442	61.093455	190.245307	0.003922	2.0
181	-0.501174	62.092946	187.956924	0.001396	2.9
182	-0.508171	62.027277	188.105585	0.001366	2.1
183	-0.509507	61.751888	188.731579	0.002037	2.2
184	-0.487050	62.199174	187.716942	0.002304	2.0
185	-0.498590	61.680897	188.893627	0.002325	2.5
186	-0.485855	62.680897	186.636318	0.001971	2.3
187	-0.513171	62.162587	187.799527	0.001949	2.4
