1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
0	-0.282492	0.000000	2.203509	0.030312	425.2
1	-0.310658	0.000000	2.203509	0.038883	2.0
2	-0.302879	0.000000	2.203509	0.037223	2.0
3	-0.297627	1.000000	2.103350	0.036563	2.3
4	-0.304225	0.844542	2.118318	0.037798	2.6
5	-0.297508	0.000000	2.203509	0.051179	2.1
6	-0.294012	0.000000	2.203509	0.019110	2.4
7	-0.315510	0.000000	2.203509	0.019333	3.5
8	-0.318652	0.000000	2.203509	0.028355	2.1
9	-0.275724	0.997023	2.103634	0.030323	2.0
10	-0.273973	1.904922	2.020251	0.030133	1.4
11	-0.285242	2.596573	1.961034	0.028933	3.1
12	-0.297985	3.594158	1.881491	0.023198	2.6
13	-0.311820	2.633561	1.957965	0.038225	2.8
14	-0.298441	2.271901	1.988393	0.028832	2.1
15	-0.298101	1.311287	2.074004	0.030533	1.7
16	-0.291013	2.300647	1.985940	0.019359	2.0
17	-0.290996	2.812859	1.943223	0.024551	2.1
18	-0.289704	3.736399	1.870672	0.033406	2.3
19	-0.279590	2.779960	1.945911	0.026694	2.3
20	-0.308515	2.759167	1.947614	0.042752	1.7
21	-0.279066	3.596186	1.881336	0.024501	1.5
22	-0.267340	4.557189	1.810594	0.023919	1.7
23	-0.320198	3.642377	1.877810	0.028583	3.5
24	-0.287591	2.752422	1.948167	0.028257	1.9
25	-0.288552	3.752418	1.869461	0.026729	2.0
26	-0.274801	4.573517	1.809438	0.025730	1.7
27	-0.315288	5.346421	1.756356	0.034830	2.3
28	-0.285086	4.385808	1.822817	0.030831	1.7
29	-0.289307	3.425197	1.894506	0.039945	2.0
30	-0.287748	2.464585	1.972065	0.037609	1.7
31	-0.292144	3.464499	1.891463	0.024123	2.0
32	-0.286933	4.356174	1.824948	0.041866	2.6
33	-0.307078	5.356172	1.755706	0.024633	1.8
34	-0.297910	6.356166	1.691527	0.035587	2.1
35	-0.304661	5.395595	1.753084	0.032897	2.0
36	-0.288173	5.924990	1.718615	0.036017	2.4
37	-0.292706	4.964570	1.782186	0.034880	1.6
38	-0.309206	5.961848	1.716265	0.034707	1.9
39	-0.297815	5.001235	1.779673	0.031832	2.5
40	-0.295668	6.001205	1.713764	0.026158	2.6
41	-0.303095	6.909673	1.657980	0.054137	1.8
42	-0.282992	5.949061	1.717080	0.030092	1.8
43	-0.311030	4.988447	1.780548	0.036538	2.1
44	-0.302344	4.027834	1.848889	0.032597	2.4
45	-0.290054	4.847071	1.790288	0.042770	2.3
46	-0.304547	3.886458	1.859392	0.045733	2.2
47	-0.268527	2.925853	1.934046	0.030515	2.3
48	-0.295874	1.965251	2.014944	0.019777	3.1
49	-0.282971	1.437592	2.062329	0.033695	2.4
50	-0.299924	1.781528	2.031193	0.028408	2.1
51	-0.300084	2.777338	1.946126	0.039055	2.0
52	-0.304758	1.816724	2.028060	0.043457	2.8
53	-0.274961	1.215181	2.082976	0.045104	1.9
54	-0.324755	0.254567	2.177117	0.035118	2.1
55	-0.304351	0.000000	2.203509	0.034524	2.1
56	-0.309835	1.000000	2.103350	0.016708	2.8
57	-0.293360	0.041808	2.199131	0.027332	1.9
58	-0.300783	0.000000	2.203509	0.029168	1.8
59	-0.294382	0.000000	2.203509	0.029904	2.2
60	-0.299024	0.000000	2.203509	0.038102	2.0
61	-0.292496	0.999713	2.103377	0.029685	2.4
62	-0.302470	1.927810	2.018234	0.032003	1.9
63	-0.305840	0.978450	2.105412	0.042529	2.0
64	-0.299030	0.036304	2.199706	0.022143	2.1
65	-0.304980	0.986033	2.104686	0.035056	2.4
66	-0.266870	1.986008	2.013124	0.041860	1.9
67	-0.308602	1.028328	2.100645	0.043171	2.2
68	-0.300678	0.067740	2.196424	0.036782	2.0
69	-0.295989	0.000000	2.203509	0.052691	2.8
70	-0.302934	0.000000	2.203509	0.044054	2.1
71	-0.297003	0.000000	2.203509	0.029395	2.5
72	-0.295356	0.000000	2.203509	0.021195	1.8
73	-0.303741	0.982761	2.104999	0.022067	2.1
74	-0.317699	0.097525	2.193323	0.023866	2.4
75	-0.286428	0.957481	2.107423	0.036329	2.1
76	-0.294038	1.953220	2.016000	0.027392	2.2
77	-0.284811	1.986427	2.013088	0.030606	2.5
78	-0.288358	1.025907	2.100876	0.029687	2.0
79	-0.304825	0.066466	2.196557	0.038573	2.1
80	-0.315433	1.066464	2.097014	0.047707	2.3
81	-0.304611	0.107224	2.192315	0.034487	2.0
82	-0.296615	0.000000	2.203509	0.028928	1.8
83	-0.289695	0.605147	2.141790	0.022420	1.9
84	-0.289609	1.602650	2.047268	0.032701	2.5
85	-0.291303	0.649270	2.137425	0.031960	2.1
86	-0.275006	1.649258	2.043055	0.028939	2.1
87	-0.291483	0.688655	2.133544	0.027338	2.3
88	-0.286713	1.682512	2.040060	0.043678	2.2
89	-0.296386	0.725894	2.129887	0.040843	3.4
90	-0.287922	0.000000	2.203509	0.034276	2.6
91	-0.290253	0.929853	2.110078	0.017499	2.3
92	-0.307538	0.000000	2.203509	0.026802	2.1
93	-0.318290	0.000000	2.203509	0.026493	2.2
94	-0.290527	0.921191	2.110911	0.044385	1.7
95	-0.309083	1.747472	2.034234	0.025623	3.6
96	-0.292322	2.747408	1.948579	0.019306	2.5
97	-0.293446	1.787703	2.030643	0.027020	2.6
98	-0.299981	2.404964	1.977089	0.036729	2.2
99	-0.319201	2.282270	1.987508	0.026010	2.2
100	-0.302831	3.020061	1.926460	0.028949	2.7
101	-0.302225	2.059533	2.006705	0.041213	2.1
102	-0.294903	1.517624	2.054999	0.043366	2.8
