1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
0	-0.629737	0.000000	531.753353	0.009273	1284.0
1	-0.584360	0.000000	531.753353	0.007573	2.4
2	-0.636292	1.000000	507.582746	0.008821	2.7
3	-0.643655	0.038533	530.779424	0.008303	2.3
4	-0.593560	0.000000	531.753353	0.007587	2.5
5	-0.633637	0.000000	531.753353	0.006569	2.6
6	-0.636245	0.999999	507.582759	0.008853	2.5
7	-0.599962	0.039000	530.767632	0.006746	2.7
8	-0.591074	0.000000	531.753353	0.006676	4.5
9	-0.622261	0.000000	531.753353	0.005842	2.9
10	-0.602651	0.000000	531.753353	0.009513	2.5
11	-0.599140	0.999297	507.598964	0.008035	3.0
12	-0.615938	0.037830	530.797167	0.006329	2.8
13	-0.642917	0.000000	531.753353	0.007417	2.5
14	-0.609541	0.993415	507.734721	0.006685	2.5
15	-0.627531	0.032725	530.926000	0.006774	4.8
16	-0.641925	0.000000	531.753353	0.007867	2.4
17	-0.571012	0.999991	507.582946	0.007764	2.7
18	-0.611364	0.038881	530.770640	0.007958	2.8
19	-0.630586	1.038881	506.687265	0.007905	2.7
20	-0.585383	2.018155	485.130991	0.004916	2.5
21	-0.639461	1.056688	506.278194	0.008811	2.5
22	-0.598992	0.118203	528.777022	0.008305	4.2
23	-0.631893	1.118203	504.870151	0.007358	2.6
24	-0.658160	2.118203	483.031509	0.006834	2.5
25	-0.610707	1.157877	503.966160	0.006796	2.8
26	-0.629266	0.196410	526.826023	0.007333	2.5
27	-0.643280	1.196410	503.091283	0.008301	2.5
28	-0.621768	2.196410	481.402958	0.007988	2.5
29	-0.624956	3.196410	461.507322	0.006447	2.9
30	-0.633806	4.196410	443.190930	0.008354	2.6
31	-0.633236	3.234943	460.773544	0.006799	2.4
32	-0.600719	2.273871	479.800731	0.007768	2.8
33	-0.621275	1.786921	490.053940	0.007874	2.4
34	-0.604117	2.786916	469.452211	0.007695	2.5
35	-0.586799	2.249612	480.301372	0.006924	2.5
36	-0.604258	1.288144	501.020640	0.007888	3.0
37	-0.605531	2.288144	479.506662	0.008476	3.6
38	-0.652506	1.326677	500.155951	0.007485	2.5
39	-0.651269	2.326677	478.714581	0.008483	2.8
40	-0.638116	3.326677	459.035996	0.005963	2.4
41	-0.623957	2.368539	477.857029	0.007106	2.1
42	-0.642065	1.407071	498.361447	0.008122	2.1
43	-0.601593	2.407071	477.070383	0.007557	2.3
44	-0.647071	3.407071	457.523982	0.008799	3.0
45	-0.619186	4.407050	439.516607	0.008356	2.5
46	-0.637510	5.407050	422.872695	0.007978	2.5
47	-0.629922	6.407050	407.443355	0.006418	3.7
48	-0.665576	5.445775	422.253470	0.008359	2.6
49	-0.600397	4.484328	438.183824	0.006849	2.9
50	-0.644881	5.484000	421.644021	0.006322	2.1
51	-0.685421	4.522545	437.527698	0.007835	2.6
52	-0.642682	3.576939	454.361725	0.007425	2.3
53	-0.624331	4.576939	436.597218	0.007686	2.1
54	-0.615506	3.615472	453.650476	0.005693	2.1
55	-0.639858	3.132869	462.722464	0.006571	3.0
56	-0.622592	2.171736	481.915582	0.007329	2.3
57	-0.651998	1.210272	502.777282	0.007651	2.1
58	-0.608385	0.248805	525.526983	0.008475	2.1
59	-0.620488	0.000000	531.753353	0.007089	2.7
60	-0.638915	1.000000	507.582746	0.005444	2.3
61	-0.659504	2.000000	485.513931	0.007356	2.1
62	-0.615481	1.122953	504.761741	0.006266	2.1
63	-0.638793	0.225052	526.115102	0.007586	2.5
