1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
0	-0.565018	0.000000	4.517156	0.047859	392.7
1	-0.606313	0.000000	4.517156	0.043467	1.8
2	-0.506220	0.999639	4.311902	0.053000	1.7
3	-0.537708	0.145636	4.486045	0.035838	1.7
4	-0.525285	0.000000	4.517156	0.030911	2.0
5	-0.525131	0.000000	4.517156	0.035749	2.3
6	-0.555573	0.981872	4.315387	0.049098	1.9
7	-0.590179	1.981872	4.127613	0.053258	1.8
8	-0.521002	1.127870	4.286914	0.035645	1.8
9	-0.539682	0.273868	4.459005	0.039616	2.2
10	-0.515975	0.000000	4.517156	0.036978	1.9
11	-0.548388	1.000000	4.311831	0.046053	1.5
12	-0.571049	0.145998	4.485969	0.052768	1.7
13	-0.511497	0.000000	4.517156	0.035096	1.8
14	-0.562033	0.000000	4.517156	0.028553	2.5
15	-0.559138	0.000000	4.517156	0.037913	1.8
16	-0.570141	1.000000	4.311831	0.036365	1.7
17	-0.581801	1.537167	4.209060	0.051438	1.7
18	-0.555634	2.537167	4.030234	0.026009	2.2
19	-0.544339	1.683165	4.181969	0.041442	1.8
20	-0.552569	0.829947	4.345420	0.034375	1.7
21	-0.550167	1.829946	4.155081	0.034742	1.8
22	-0.578692	1.617465	4.194116	0.045647	1.7
23	-0.580589	2.617465	4.016531	0.066801	2.3
24	-0.583137	3.617465	3.853373	0.040177	1.8
25	-0.522318	2.763508	3.991847	0.026876	2.0
26	-0.551743	3.757748	3.831539	0.027739	2.5
27	-0.564278	2.903806	3.968418	0.033191	2.7
28	-0.508453	2.305556	4.070286	0.068012	2.1
29	-0.554317	1.451554	4.225110	0.048747	1.9
30	-0.576260	0.597552	4.392178	0.027082	1.7
31	-0.554244	1.597552	4.197812	0.063174	1.7
32	-0.550612	1.991984	4.125798	0.040878	1.8
33	-0.558393	2.964097	3.958433	0.049089	2.1
34	-0.543283	3.963546	3.799952	0.028523	1.9
35	-0.543549	4.963546	3.653595	0.052214	1.9
36	-0.564099	5.963546	3.518094	0.041146	1.8
37	-0.564632	6.963501	3.392289	0.027183	2.1
38	-0.585594	6.393533	3.462871	0.040480	2.2
39	-0.566792	5.540249	3.574205	0.049381	1.8
40	-0.535586	4.686247	3.693038	0.030175	1.8
41	-0.553482	5.686118	3.554668	0.062004	1.8
42	-0.568613	4.832919	3.672070	0.043855	2.0
43	-0.576906	5.832919	3.535220	0.035466	1.9
44	-0.566928	6.832916	3.408205	0.048826	1.7
45	-0.549432	7.625712	3.313814	0.040839	1.7
46	-0.574472	6.771710	3.415716	0.048977	1.7
47	-0.558767	5.991161	3.514494	0.043683	2.2
48	-0.572522	5.137286	3.629309	0.042476	1.8
